字,聲母,介音,韻腹,韻尾,聲調,注
虞,n,,i,,2,
虢,k,w,ɛ,ʔ,7,
蟲,tʰ,,u,ŋ,2,
蝨,s,,ɛ,t,7,
虹,k,,o,ŋ,5,白
虹,f,,u,ŋ,2,文
雖,s,w,i,,1,
蠆,tsʰ,,a,i,5,
蝕,ɕ,,i,ʔ,8,
蟻,n,,i,,3,
蚊,m,,u,n,2,白
蚊,,,u,n,2,文
蚌,pʰ,,o,ŋ,6,
蠶,tsʰ,,o,n,2,
蚤,ts,,a,u,3,
蚶,h,,o,n,1,
蛆,tsʰ,,ɛ,,1,白
蛇,s,,a,,2,
蟶,tʰ,,i,n,1,
蛙,,w,a,,1,
蛛,t,,u,,1,
蛤,k,,o,t,7,
蠻,m,,a,n,2,
蟄,tʰ,,i,t,8,
蛾,ŋ,,o,,2,
蜀,s,,u,ʔ,8,
蜂,f,,u,ŋ,1,
蝸,,w,o,,1,
蜜,m,,i,t,7,
蠟,l,,a,t,8,
蜻,tɕʰ,,i,n,1,
蠅,,,i,n,2,
蟬,s,,ɛ,n,2,白
蠍,tɕʰ,j,ɛ,t,8,
蝗,f,,o,ŋ,2,
蝙,p,j,ɛ,n,3,
蝠,f,,u,ʔ,7,
融,,j,u,ŋ,2,
螺,l,,o,,2,
蟀,s,,u,t,7,
蟹,h,,a,i,3,
蠢,tʰ,,u,n,3,
蠹,t,,u,,5,
血,n,ɥ,o,t,7,
釁,ɕ,,i,n,5,
行,h,,o,ŋ,2,
行,ɕ,,i,n,2,
銜,h,,a,n,2,
街,k,,a,i,1,
衙,ŋ,,a,,2,
衡,h,,ɛ,n,2,
衣,,,i,,1,
補,p,,u,,3,
表,p,j,a,u,3,
衫,s,,a,n,1,
襯,tsʰ,,ɛ,n,5,
衰,s,w,i,,1,
衾,tɕʰ,,i,n,1,
袁,,ɥ,o,n,2,
襖,,,a,u,3,
袍,pʰ,,a,u,2,
袖,tɕʰ,j,u,,6,白
袖,ɕ,j,u,,6,文
襪,,w,a,t,8,
被,pʰ,,i,,1,
襲,ɕ,,i,t,8,
裁,tsʰ,,a,i,2,
裂,t,j,ɛ,t,7,
裝,ts,,o,ŋ,1,
裕,,,i,,6,
裙,tɕʰ,,y,n,2,
裨,pʰ,,i,,2,
裳,s,,o,ŋ,2,
裸,l,,o,,3,
裹,k,w,o,,3,
褒,p,,a,u,1,
褚,t,,u,,3,
褥,l,,u,ʔ,7,
褶,t,,ɛ,t,7,
襄,ɕ,j,o,ŋ,1,
襟,tɕ,,i,n,1,
襻,pʰ,,a,n,5,
西,ɕ,,i,,1,
要,,j,a,u,1,
要,,j,a,u,5,
覆,f,,u,ʔ,7,
見,tɕ,j,ɛ,n,5,
觀,k,w,o,n,1,
觀,k,w,o,n,5,
規,k,w,i,,1,
覓,m,,i,ʔ,7,
視,ɕ,,i,,6,
覽,l,,a,n,3,
覺,k,,o,ʔ,7,
角,k,,o,ʔ,7,
解,k,,a,i,3,
解,h,,a,i,3,
觥,k,w,ɛ,n,1,
觸,tʰ,,u,ʔ,7,
言,n,j,ɛ,n,2,
詑,tʰ,,o,ʔ,7,
譽,,,i,,6,
謄,tʰ,,ɛ,n,2,
誓,ɕ,,i,,6,
警,tɕ,j,a,n,3,白
警,tɕ,,i,n,3,文
譬,pʰ,,i,,5,
計,tɕ,,i,,5,
訂,t,,i,n,3,
訃,f,,u,,5,
認,n,,i,n,6,白
譏,tɕ,,i,,1,
討,tʰ,,a,u,3,
讓,n,j,o,ŋ,6,白
讓,l,,o,ŋ,6,新
訖,n,,i,t,7,
訓,ɕ,,y,n,5,
議,n,,i,,6,
訊,ɕ,,y,n,5,
記,tɕ,,i,,5,
講,k,,o,ŋ,3,
諱,f,,i,,5,
謳,,,ɛ,u,1,
訝,ŋ,,a,,6,
許,ɕ,,i,,3,
訛,ŋ,w,o,,2,
論,l,,u,n,6,
論,l,,u,n,2,
訟,ɕ,j,u,ŋ,6,
諷,f,,u,ŋ,5,
設,s,,ɛ,t,7,
訪,f,,o,ŋ,3,
訣,tɕ,ɥ,o,t,7,
證,t,,i,n,5,
評,pʰ,j,a,ŋ,2,白
評,pʰ,,i,n,2,文
識,ɕ,,i,ʔ,7,
詐,ts,,a,,5,
訴,s,,u,,5,
診,t,,i,n,3,
詞,tsʰ,,ɿ,,2,
詞,s,,ɿ,,2,
詔,t,,a,u,5,
詔,t,,ɛ,u,5,
譯,,,i,ʔ,7,
試,ɕ,,i,,5,
詩,ɕ,,i,,1,
詰,ɕ,j,ɛ,t,8,
詼,f,,o,i,1,
詼,f,,i,,1,
誠,ɕ,,i,n,2,
誅,t,,u,,1,
話,,w,a,,6,白
話,f,,a,,6,文
誕,tʰ,,a,n,6,
詭,k,w,i,,3,
詢,ɕ,,y,n,2,
該,k,,o,i,1,
詳,ɕ,j,o,ŋ,2,
詫,tsʰ,,a,,5,
誣,,,u,,2,
語,n,,i,,3,
誥,k,,a,u,5,
誘,,j,u,,3,
說,s,w,o,t,7,
誦,ɕ,j,u,ŋ,6,
請,tɕʰ,j,a,ŋ,3,白
請,tɕʰ,,i,n,3,文
諸,t,,u,,1,
諾,l,,o,ʔ,7,
讀,tʰ,,u,ʔ,8,
課,kʰ,w,o,,5,
誰,s,w,i,,2,
調,tʰ,j,a,u,2,
調,tʰ,j,a,u,6,
諒,t,j,o,ŋ,6,
諄,t,,u,n,1,
談,tʰ,,a,n,2,
誼,n,,i,,6,
謀,m,,ɛ,u,2,
謊,f,,o,ŋ,3,
諫,k,,a,n,5,
諧,h,,a,i,2,
謁,,j,ɛ,t,7,
謂,,w,i,,6,
讒,tsʰ,,a,n,2,
諳,,,o,n,1,
諺,n,j,ɛ,n,6,
謎,m,,i,,2,
謎,m,,i,,6,
謝,tɕʰ,j,a,,6,白
謝,ɕ,j,a,,6,文
謠,,j,a,u,2,
謗,p,,o,ŋ,5,
諡,ɕ,,i,,6,
謙,tɕʰ,j,ɛ,n,1,
謹,tɕ,,i,n,3,
謬,m,j,u,,6,
譚,tʰ,,a,n,2,
譜,pʰ,,u,,3,
谷,k,,u,ʔ,7,
豁,f,,o,t,7,
豆,h,,ɛ,u,6,白
豆,tʰ,,ɛ,u,6,文
豌,,w,o,n,1,
豕,ɕ,,i,,3,
豚,tʰ,,u,n,2,
象,ɕ,j,o,ŋ,6,
豪,h,,a,u,2,
豫,,,i,,6,
豹,p,,a,u,5,
豺,tsʰ,,a,i,2,
貂,t,j,a,u,1,
貌,m,,a,u,6,
貝,p,w,i,,5,
貞,t,,i,n,1,
負,f,,u,,6,
貢,k,,u,ŋ,5,
財,tsʰ,,a,i,2,
責,ts,,ɛ,ʔ,7,
賢,ɕ,j,ɛ,n,2,
敗,pʰ,,a,i,6,
賬,t,,o,ŋ,5,
貨,f,,o,,5,
質,t,,i,t,7,
販,f,,a,n,5,
貪,h,,o,n,1,白
貪,tʰ,,o,n,1,文
貧,pʰ,,i,n,2,
購,k,,ɛ,u,5,
貯,t,,u,,5,
貫,k,w,o,n,5,
貳,,,ɛ,,6,
賤,tɕʰ,j,ɛ,n,6,
貼,tʰ,j,ɛ,t,7,
貴,k,w,i,,5,
貸,h,,a,i,6,白
貸,tʰ,,a,i,6,文
貿,m,,ɛ,u,6,
費,f,,i,,5,
賀,h,,o,,6,
貽,,,i,,2,
賊,tsʰ,,ɛ,ʔ,8,
賈,k,,a,,3,
賄,f,,i,,3,
賃,n,,i,n,6,
賂,l,,u,,6,
贓,ts,,o,ŋ,1,
資,ts,,ɿ,,1,
賒,s,,a,,1,
賦,f,,u,,5,
賭,t,,u,,3,
贖,s,,u,ʔ,8,
賞,s,,o,ŋ,3,
賠,pʰ,,i,,2,
賠,pʰ,,o,i,2,
賴,l,,a,i,6,
贅,t,w,i,,5,
賽,s,,a,i,5,
贊,ts,,a,n,5,
贈,tsʰ,,ɛ,n,6,
贍,s,,ɛ,n,6,
贏,,j,a,ŋ,2,白
贏,,,i,n,2,文
赤,tʰ,,i,ʔ,7,
赦,s,,a,,5,
赧,l,,a,n,3,
赫,h,,a,ʔ,7,白
赫,h,,ɛ,ʔ,7,文
走,ts,,ɛ,u,3,
赴,f,,u,,5,
趙,tʰ,,a,u,6,
趙,tʰ,,ɛ,u,6,
起,tɕʰ,,i,,3,
趁,t,,i,n,3,
超,tʰ,,ɛ,u,1,
越,,ɥ,o,t,7,
趨,tɕʰ,,i,,1,
趟,tʰ,,o,ŋ,3,
趣,tɕʰ,,i,,5,
足,tɕ,j,u,ʔ,7,
趾,t,,i,,3,
躍,,j,o,ʔ,7,
跋,pʰ,,a,t,8,
跌,t,j,ɛ,t,7,
跑,pʰ,,a,u,3,
跛,p,,o,,1,
距,tɕʰ,,i,,6,
跟,k,,ɛ,n,1,
跨,kʰ,w,a,,5,
跪,kʰ,w,i,,3,
路,l,,u,,6,
跳,tʰ,j,a,u,5,
踐,tɕʰ,j,ɛ,n,5,
踏,tʰ,,a,t,8,
踢,tʰ,j,a,ʔ,7,白
踢,tʰ,,i,ʔ,7,文
蹤,tɕ,j,u,ŋ,1,
蹄,tʰ,,i,,2,
蹲,tsʰ,,u,n,2,白
躁,ts,,a,u,5,
身,ɕ,,i,n,1,
躬,tɕ,j,u,ŋ,1,
車,tʰ,,a,,1,白
車,tɕ,,i,,1,文
軋,ŋ,,a,t,8,白
軋,ŋ,,a,t,7,文
軌,k,w,i,,3,
軒,ɕ,j,ɛ,n,1,
轉,t,,o,n,3,
轉,t,,o,n,5,
軛,,,ɛ,ʔ,7,
輪,t,,y,n,2,
軟,n,ɥ,o,n,3,
轟,f,,ɛ,n,1,
軻,kʰ,,o,,1,
軸,tʰ,,u,ʔ,8,
輕,tɕʰ,j,a,ŋ,1,白
輕,tɕʰ,,i,n,1,文
載,ts,,a,i,3,
載,ts,,a,i,5,
轎,tɕʰ,j,a,u,6,
較,k,,a,u,5,「試」
輔,f,,u,,6,
輛,t,j,o,ŋ,6,
輦,t,ɥ,o,n,3,
輩,p,,i,,5,
輩,p,,o,i,5,
輝,f,,i,,1,
輟,t,,ɛ,t,7,
輜,ts,,ɿ,,1,
輯,tɕʰ,,i,t,8,
輸,s,,u,,1,
轄,h,,ɛ,t,8,
轍,t,,ɛ,t,7,
辛,ɕ,,i,n,1,
辜,k,,u,,1,
辭,tsʰ,,ɿ,,2,
辟,pʰ,,i,ʔ,7,
辣,l,,a,t,8,
辨,pʰ,j,ɛ,n,6,
辯,pʰ,j,ɛ,n,6,
辮,p,j,ɛ,n,1,
辰,ɕ,,i,n,2,
辱,l,,u,ʔ,7,
邊,p,j,ɛ,n,1,
遼,t,j,a,u,2,
達,tʰ,,a,t,8,
遷,tɕʰ,j,ɛ,n,1,
迂,,,i,,1,
迄,n,,i,t,7,
迅,ɕ,,y,n,5,
過,k,w,o,,5,
邁,m,,a,i,6,
迎,n,,i,n,2,
運,,,y,n,6,
近,tɕʰ,,i,n,6,
迓,ŋ,,a,,6,
還,,w,o,n,2,～禮
還,f,,a,n,2,
進,tɕ,,i,n,5,
遠,,ɥ,o,n,3,
違,,w,i,,2,
連,t,j,ɛ,n,2,
遲,tʰ,,i,,2,
迥,ɕ,j,u,ŋ,3,
迫,p,,ɛ,ʔ,7,
迭,tʰ,j,ɛ,t,8,
述,s,,u,t,8,
迸,p,,i,n,5,
跡,tɕ,,i,ʔ,7,
追,t,w,i,,1,
退,tʰ,w,i,,5,
送,s,,u,ŋ,5,
適,ɕ,,i,ʔ,7,
逃,tʰ,,a,u,2,
逆,n,j,a,ʔ,8,白
逆,n,,i,ʔ,7,文
選,ɕ,ɥ,o,n,3,
遜,s,,u,n,5,
逋,pʰ,,u,,1,
透,h,,ɛ,u,5,白
透,tʰ,,ɛ,u,5,文
逐,tʰ,,u,ʔ,8,
遞,tʰ,,i,,6,
逗,tʰ,,ɛ,u,6,
通,tʰ,,u,ŋ,1,
逛,kʰ,w,o,ŋ,3,
逝,ɕ,,i,,6,
逞,tʰ,,i,n,3,
速,s,,u,ʔ,7,
造,tsʰ,,a,u,6,
逢,f,,u,ŋ,2,
逸,,,i,t,7,
逼,p,,i,ʔ,7,
逾,,,i,,2,
遁,tʰ,,u,n,6,
遂,ɕ,,i,,6,
遇,n,,i,,6,
遍,p,j,ɛ,n,5,
遏,,,o,t,7,
遐,h,,a,,2,
道,tʰ,,a,u,6,
遣,tɕʰ,j,ɛ,n,3,
遭,ts,,a,u,1,
遮,t,,a,,1,
遵,ts,,u,n,1,
遽,tɕ,,i,,5,
避,pʰ,,i,,6,
邀,,j,a,u,1,
邑,,,i,t,7,
鄧,h,,ɛ,n,6,白
鄧,tʰ,,ɛ,n,6,文
鄺,k,w,o,ŋ,3,
邦,p,,o,ŋ,1,
邪,ɕ,j,a,,2,
郵,,j,u,,2,
邯,h,,o,n,2,
邱,kʰ,,ɛ,u,2,白
邵,s,,a,u,2,
邵,s,,ɛ,u,2,
鄒,ts,,ɛ,u,1,
鄰,t,,i,n,2,
郁,,,y,t,7,
郁,,j,u,ʔ,7,
郊,k,,a,u,1,
郎,l,,o,ŋ,2,
鄭,tʰ,,a,ŋ,6,白
鄭,tʰ,,i,n,6,文
郡,tɕʰ,,y,n,6,
部,pʰ,,u,,6,
郭,k,w,o,ʔ,7,
都,t,,u,,1,
鄂,ŋ,,o,ʔ,7,
鄙,p,,i,,3,
酉,,j,u,,3,
酌,t,,o,ʔ,7,
配,pʰ,,i,,5,
配,pʰ,,o,i,5,
酒,tɕ,j,u,,3,
酣,h,,o,n,2,
酥,s,,u,,1,
酪,l,,o,ʔ,7,
酬,tʰ,j,u,,2,
醬,tɕ,j,o,ŋ,5,
酷,k,,u,ʔ,7,
酸,s,,o,n,1,
釀,n,j,o,ŋ,6,
醇,s,,u,n,2,
醋,tsʰ,,u,,5,
醒,ɕ,j,a,ŋ,3,白
醒,ɕ,,i,n,3,文
采,tsʰ,,a,i,3,
釋,ɕ,,i,ʔ,7,
里,t,,i,,3,
重,tʰ,,u,ŋ,2,
重,tʰ,,u,ŋ,6,
野,,j,a,,3,
量,t,j,o,ŋ,2,
量,t,j,o,ŋ,6,
金,tɕ,,i,n,1,
釜,f,,u,,3,
鑑,k,,a,n,5,
針,t,,i,n,1,
釘,t,j,a,ŋ,1,白
釘,t,,i,n,1,文
釣,t,j,a,u,5,
釵,tsʰ,,a,i,1,
鈍,tʰ,,u,n,5,白
鈍,tʰ,,u,n,6,文
鈔,tsʰ,,a,u,5,
鍾,t,,u,ŋ,1,
鋼,k,,o,ŋ,1,
鑰,,j,o,ʔ,7,
欽,tɕʰ,,i,n,1,
鈞,tɕ,,y,n,1,
鉤,k,,ɛ,u,1,
錢,tɕʰ,j,ɛ,n,2,
鉗,tɕʰ,j,ɛ,n,2,
鉢,p,,o,t,8,白
鉢,p,,o,t,7,文
鈸,pʰ,,a,t,8,
鑽,ts,,o,n,1,
鑽,ts,,o,n,5,
鐵,tʰ,j,ɛ,t,7,
鈴,t,j,a,ŋ,2,白
鈴,t,,i,n,2,文
鉛,,ɥ,o,n,2,
鐸,tʰ,,o,ʔ,7,
鐃,l,,a,u,2,
銅,tʰ,,u,ŋ,2,
銘,m,,i,n,2,
鏟,tsʰ,,a,n,3,
銃,tʰ,,u,ŋ,5,
銀,n,,i,n,2,
鑄,t,,u,,5,
鋪,pʰ,,u,,1,
鎖,s,,o,,3,
鋤,tsʰ,,u,,2,
鍋,k,w,o,,1,
銼,tsʰ,,o,,5,
銳,l,w,i,,6,
錯,tsʰ,,o,ʔ,7,
錫,ɕ,j,a,ʔ,7,白
錫,ɕ,,i,ʔ,7,文
錐,t,w,i,,1,
錦,tɕ,,i,n,3,
錠,tʰ,,i,n,6,
鍵,tɕ,j,ɛ,n,5,
鋸,k,,ɛ,,5,白
鋸,tɕ,,i,,5,文
鍬,tɕʰ,j,a,u,1,
鍾,t,,u,ŋ,1,
鍛,tʰ,,o,n,6,
鎮,t,,i,n,5,
鎔,,j,u,ŋ,2,
鏡,tɕ,,i,n,5,
鑊,f,,o,ʔ,8,
鐲,tsʰ,,o,ʔ,8,
長,tʰ,,o,ŋ,2,
長,t,,o,ŋ,3,
門,m,,u,n,2,
閂,s,,o,n,1,
閃,s,,ɛ,n,3,
閉,p,,i,,5,
問,,,u,n,6,
閏,l,,u,n,6,
閑,h,,a,n,2,
閒,h,,a,n,2,
間,k,,a,n,1,
間,k,,a,n,5,
悶,m,,u,n,6,
閘,s,,a,t,8,白
閘,h,,a,t,8,文
鬧,l,,a,u,6,
閨,k,w,i,,1,
聞,,,u,n,2,
闥,tʰ,,a,t,7,
閩,m,,i,n,3,
閣,k,,o,ʔ,7,
閱,,ɥ,o,t,7,
閹,,j,ɛ,n,1,
閻,,j,ɛ,n,2,
闊,kʰ,w,o,t,7,
闕,,ɥ,o,t,8,白
闕,tɕʰ,ɥ,o,t,7,文
阜,f,,ɛ,u,6,
隊,t,w,i,,5,
阮,n,ɥ,o,n,3,
防,f,,o,ŋ,2,
陽,,j,o,ŋ,2,
陰,,,i,n,1,
階,k,,a,i,1,
阻,ts,,u,,3,
阿,,,o,,1,
陀,tʰ,,o,,2,
附,f,,u,,6,
陸,t,j,u,ʔ,8,
隴,l,,u,ŋ,3,
陳,tʰ,,i,n,2,
陳,tʰ,,i,n,6,
陋,l,,ɛ,u,6,
陌,m,,ɛ,ʔ,7,
降,h,,o,ŋ,2,
降,k,,o,ŋ,5,
限,h,,a,n,6,
陝,s,,ɛ,n,3,
陛,pʰ,,i,,6,
陡,t,,ɛ,u,3,
院,,ɥ,o,n,6,
除,tʰ,,u,,2,
隕,,,y,n,3,
險,ɕ,j,ɛ,n,3,
陪,pʰ,,i,,2,
陪,pʰ,,o,i,2,
陵,t,,i,n,2,
陶,tʰ,,a,u,2,
陷,h,,a,n,6,
隆,t,j,u,ŋ,2,
隨,ɕ,,i,,2,
隱,,,i,n,3,
隔,k,,a,ʔ,7,白
隔,k,,ɛ,ʔ,7,文
隙,ɕ,,i,ʔ,8,
障,t,,o,ŋ,5,
隸,tʰ,,i,,6,
隹,t,w,i,,1,
難,l,,a,n,2,
難,l,,a,n,6,
雀,tɕʰ,j,o,ʔ,7,
雁,ŋ,,a,n,6,
雄,ɕ,j,u,ŋ,2,
雅,ŋ,,a,,3,
集,tɕʰ,,i,t,8,
僱,k,,u,,5,
雉,tʰ,,i,,6,
雌,tsʰ,,ɿ,,1,
雍,,j,u,ŋ,1,
雛,tsʰ,,u,,2,
雕,t,j,a,u,1,
雨,,,i,,3,
雪,n,ɥ,o,t,7,
零,t,j,a,ŋ,2,白
零,t,,i,n,2,文
雷,l,w,o,i,2,白
雷,l,w,i,,2,文
雹,pʰ,,o,ʔ,8,
霧,,,u,,6,
需,ɕ,,i,,1,
霄,ɕ,j,a,u,1,
震,t,,i,n,5,
霍,f,,o,ʔ,7,
霎,s,,a,t,7,白
霎,s,,a,t,7,文
霜,s,,o,ŋ,1,
霞,h,,a,,2,
露,l,,u,,6,
霸,p,,a,,5,
霹,pʰ,,i,ʔ,7,
青,tɕʰ,j,a,ŋ,1,白
青,tɕʰ,,i,n,1,文
靜,tɕʰ,,i,n,6,
非,f,,i,,1,
靠,kʰ,,a,u,5,
靡,m,,i,,3,
面,m,j,ɛ,n,6,
靨,l,,a,t,7,白
革,k,,ɛ,ʔ,7,
靴,ɕ,ɥ,o,,1,
鞋,h,,a,i,2,
鞍,,,o,n,1,
鞭,p,j,ɛ,n,1,
韓,h,,o,n,2,
韭,tɕ,j,u,,3,
音,,,i,n,1,
韻,,,y,n,6,
韶,s,,a,u,2,
韶,s,,ɛ,u,2,
頁,,j,ɛ,t,8,
頂,t,j,a,ŋ,3,白
頂,t,,i,n,3,文
頃,tɕʰ,j,u,ŋ,1,
頃,tɕʰ,j,u,ŋ,3,
項,h,,o,ŋ,6,
順,s,,u,n,6,
須,ɕ,,i,,1,
頑,,w,a,n,2,
顧,k,,u,,5,
頓,t,,u,n,5,
頒,p,,a,n,1,
頌,ɕ,j,u,ŋ,6,
預,,,i,,6,
領,t,j,a,ŋ,3,白
領,t,,i,n,3,文
頗,pʰ,,o,,3,
頸,tɕ,j,a,ŋ,3,白
頸,tɕ,,i,n,3,文
潁,,,i,n,3,
頻,pʰ,,i,n,2,
頹,tʰ,w,i,,2,
顆,kʰ,w,o,,5,
題,tʰ,,i,,2,
顒,,j,u,ŋ,2,
顏,ŋ,,a,n,2,
額,n,j,a,ʔ,8,白
額,ŋ,,ɛ,ʔ,7,文
顛,t,j,ɛ,n,1,
顫,t,,a,n,3,白
風,f,,u,ŋ,1,
颼,s,,ɛ,u,1,
飄,pʰ,j,a,u,1,
飛,f,,i,,1,
食,ɕ,,i,ʔ,8,
餐,tsʰ,,a,n,1,
飭,tʰ,,i,ʔ,7,
飯,f,,a,n,6,
飲,,,i,n,3,
飾,ɕ,,i,ʔ,7,
飽,p,,a,u,3,
飼,s,,ɿ,,6,
餌,,,ɛ,,6,
饒,n,j,a,u,2,
餉,s,,o,ŋ,3,
餅,p,j,a,ŋ,3,白
餅,p,,i,n,3,文
餓,ŋ,,o,,6,
餒,l,w,i,,3,
餛,f,,u,n,6,
館,k,w,o,n,3,
饋,kʰ,w,i,,6,
餿,s,,ɛ,u,1,
饞,tsʰ,,a,n,2,
饅,m,,o,n,2,
首,ɕ,j,u,,3,
香,ɕ,j,o,ŋ,1,
馨,ɕ,,i,n,1,
馬,m,,a,,3,
馱,h,,o,,2,「背」
馳,tʰ,,i,,2,
驅,tɕʰ,,i,,1,
駁,p,,o,ʔ,7,
驢,t,,i,,2,
駛,s,,ɿ,,3,
駒,tɕ,,i,,1,
駐,t,,u,,5,
駝,tʰ,,o,,2,
駕,k,,a,,5,
駡,m,,a,,6,
驕,tɕ,j,a,u,1,
駱,l,,o,ʔ,7,
駭,h,,a,i,3,
駢,pʰ,j,ɛ,n,2,
驗,n,j,ɛ,n,6,
騎,tɕʰ,,i,,2,
騙,pʰ,j,ɛ,n,5,
騷,s,,a,u,1,
騾,l,,o,,2,
驟,tsʰ,,ɛ,u,6,
骨,k,,u,t,7,
髓,ɕ,,i,,2,
高,k,,a,u,1,
鬼,k,w,i,,3,
魁,kʰ,w,i,,1,
魂,f,,u,n,2,
魄,pʰ,,ɛ,ʔ,8,
魏,,w,i,,6,
魔,m,,o,,2,
魚,n,j,ɛ,,2,白
魯,l,,u,,3,
鮑,pʰ,,a,u,6,
鮮,ɕ,j,ɛ,n,1,
鮮,ɕ,j,ɛ,n,3,
鯗,ɕ,j,o,ŋ,3,
鯽,ts,,ɛ,ʔ,7,
鯨,tɕʰ,,i,n,2,
鱷,ŋ,,o,ʔ,7,
鰥,k,w,a,n,1,
鱉,pʰ,j,ɛ,t,8,
鱗,t,,i,n,2,
鳥,t,j,a,u,3,
鳩,tɕ,j,u,,1,
雞,tɕ,,i,,1,
鳴,m,j,a,ŋ,2,白
鳴,m,,i,n,2,文
鴉,,,a,,1,
鴨,ŋ,,a,t,7,
鴞,ɕ,j,a,u,1,
鴟,tʰ,,i,,1,
鴿,k,,o,t,8,白
鴿,k,,o,t,7,文
鸞,l,,o,n,2,
鴻,f,,u,ŋ,2,
鵝,ŋ,,o,,2,
鵲,tɕʰ,j,o,ʔ,7,
鶴,h,,o,ʔ,8,
鸚,,,i,n,1,
鷹,,,ɛ,n,1,白
鷹,,,i,n,1,文
鹿,l,,u,ʔ,8,
麥,m,,a,ʔ,8,白
麥,m,,ɛ,ʔ,8,文
麻,m,,a,,2,
麾,f,,i,,1,
黃,,w,o,ŋ,2,白
黃,f,,o,ŋ,2,文
黍,s,,u,,3,
黎,t,,i,,2,
黑,h,,ɛ,ʔ,7,
默,m,,ɛ,ʔ,7,
鼂,ts,,a,u,5,
鼎,t,,i,n,3,
鼓,k,,u,,3,
鼠,s,,u,,3,文
鼠,s,,ɛ,,3,白
鼻,pʰ,,i,,6,
鼾,h,,o,n,1,
齊,tɕʰ,,i,,2,
齒,tʰ,,i,,3,
龍,t,j,u,ŋ,2,
龕,kʰ,,o,n,1,
龜,k,w,i,,1,
你,n,,i,,6,
湧,,j,u,ŋ,5,
剋,kʰ,,ɛ,ʔ,7,
絃,ɕ,ɥ,o,n,2,
榘,tɕ,,i,,3,
紮,ts,,a,t,7,
喫,tɕʰ,j,a,ʔ,7,白
喫,tɕʰ,,i,ʔ,7,文
據,tɕ,,i,,5,
矇,m,,u,ŋ,2,
亙,k,,ɛ,n,5,
範,f,,a,n,6,
兇,ɕ,j,u,ŋ,1,
佈,p,,u,,5,
塗,tʰ,,u,,2,
闢,pʰ,,i,ʔ,7,
禦,n,,i,,3,
禦,n,,i,,6,
彷,f,,o,ŋ,3,
菴,,,o,n,1,
豐,f,,u,ŋ,1,
採,tsʰ,,a,i,3,
簾,t,j,ɛ,n,2,
脩,ɕ,j,u,,1,
綵,tsʰ,,a,i,3,
齣,tʰ,,u,t,7,
慄,t,,i,t,7,白
慄,t,,i,t,8,文
嶽,ŋ,,o,ʔ,7,
柺,k,w,a,i,3,
瞭,t,j,a,u,3,
蓆,tɕʰ,j,a,ʔ,8,白
蓆,ɕ,,i,ʔ,8,文
衚,f,,u,,2,
閤,h,,o,t,8,
誌,t,,i,,5,
翫,ŋ,,o,n,6,
盃,p,,i,,1,
盃,p,,o,i,1,
掛,k,w,a,,5,
闇,,,o,n,5,
祇,t,,a,ʔ,7,白
祇,t,,i,,3,文
鬥,t,,ɛ,u,5,
慼,tɕʰ,,i,ʔ,8,
皁,tsʰ,,a,u,6,
濛,m,,u,ŋ,2,
讎,ɕ,j,u,,2,
鬱,,,y,t,7,
鬱,,j,u,ʔ,7,
迴,f,,i,,2,
俬,s,,ɿ,,1,
遊,,j,u,,2,
鹹,h,,a,n,2,
註,t,,u,,5,
彿,f,,u,t,7,
彿,f,,u,t,8,
硃,t,,u,,1,
餵,,w,i,,5,
週,t,j,u,,1,
侷,tɕʰ,j,u,ʔ,8,
麴,tɕʰ,j,u,ʔ,7,
闆,p,,a,n,3,
鏇,ɕ,ɥ,o,n,2,
淩,t,,i,n,2,
後,h,,ɛ,u,6,
麪,m,j,ɛ,n,6,
僕,pʰ,,u,ʔ,8,
颳,k,w,a,t,7,
孃,n,j,o,ŋ,2,
夥,f,,o,,3,
慾,,j,u,ʔ,7,
蔔,p,,u,ʔ,7,
牴,t,,i,,3,
釐,t,,i,,2,
唸,n,j,ɛ,n,6,
傢,k,,a,,1,
幹,k,,o,n,1,
幹,k,,o,n,5,
覈,h,,ɛ,ʔ,8,
臺,tʰ,,a,i,2,
氾,f,,a,n,5,
繫,tɕ,,i,,5,白
繫,ɕ,,i,,6,文
衕,tʰ,,u,ŋ,2,
崑,kʰ,,u,n,1,
捨,s,,a,,3,
捨,s,,a,,5,
佔,t,,ɛ,n,1,
佔,t,,ɛ,n,5,
羶,s,,ɛ,n,1,
蒐,s,,ɛ,u,1,
倖,h,,ɛ,n,6,
懞,m,,u,ŋ,2,
揹,p,,a,i,5,白
揹,p,,i,,5,文
揹,p,,o,i,5,
鬍,f,,u,,2,
緻,t,,i,,5,
檯,tʰ,,a,i,2,
藉,tɕ,j,a,,5,
藉,tɕʰ,j,a,,6,
醃,,j,ɛ,n,1,
釦,kʰ,,ɛ,u,5,
薹,tʰ,,a,i,2,
冑,tʰ,j,u,,6,
鼕,t,,u,ŋ,1,
卹,ɕ,,y,t,7,
曏,ɕ,j,o,ŋ,5,
伕,f,,u,,1,
傑,tɕʰ,j,ɛ,t,8,
裏,t,,i,,3,
賙,t,j,u,,1,
鞦,tɕʰ,j,u,,1,
鉅,tɕʰ,,i,,6,
癒,,,i,,3,
捲,tɕ,ɥ,o,n,3,
幾,tɕ,,i,,1,
幾,tɕ,,i,,3,
隻,t,,a,ʔ,7,白
隻,t,,i,,3,文
衹,t,,i,,3,
颱,tʰ,,a,i,2,
